Sup_ID;Adresse;LAT;LON;Act;Syst. 4G;Activations 4G;Syst. 5G;Activations 5G;PLMN;Azimuths
9500750848;9500750848;38.8678763;-8.7898957;1;900,1800;2022/02/31,2022/02/31;;;26802;
9500755023;9500755023;38.9128386;-8.7876954;1;900,2100;2022/02/31,2022/02/31;;;26806;
9500755023;9500755023;38.9128386;-8.7876954;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9500755023;9500755023;38.9128386;-8.7876954;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9500750857;9500750857;38.8842264;-8.718677;1;900,2100;2022/02/31,2022/02/31;;;26806;
9500750857;9500750857;38.8842264;-8.718677;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9500750857;9500750857;38.8842264;-8.718677;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
10680724418;10680724418;38.8653383;-8.6995237;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
10680724418;10680724418;38.8653383;-8.6995237;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9500750867;9500750867;38.8667065;-8.6922651;1;900,2100;2022/02/31,2022/02/31;;;26806;
9500750867;9500750867;38.8667065;-8.6922651;1;900,1800;2022/02/31,2022/02/31;;;26802;
9653709340;9653709340;38.9093785;-8.6381336;1;900,2100;2022/02/31,2022/02/31;;;26806;
9600714364;9600714364;38.9060279;-8.6266967;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9600714364;9600714364;38.9060279;-8.6266967;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9600714364;9600714364;38.9060279;-8.6266967;1;900,1800;2022/02/31,2022/02/31;;;26802;
9500755078;9500755078;38.9754963;-8.8064276;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9500755078;9500755078;38.9754963;-8.8064276;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9500755079;9500755079;38.9783175;-8.8057381;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9500755159;9500755159;39.0227473;-8.7883007;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9500755159;9500755159;39.0227473;-8.7883007;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9500755168;9500755168;39.022897;-8.788242;1;900,2100;2022/02/31,2022/02/31;;;26806;
9500755168;9500755168;39.022897;-8.788242;1;900,1800;2022/02/31,2022/02/31;;;26802;
9500755149;9500755149;38.9729669;-8.7403476;1;900,2100;2022/02/31,2022/02/31;;;26806;
9500755149;9500755149;38.9729669;-8.7403476;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9500755149;9500755149;38.9729669;-8.7403476;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
10266375985;10266375985;38.9954524;-8.7357214;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
10266375985;10266375985;38.9954524;-8.7357214;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9500755131;9500755131;38.9908111;-8.7177692;1;900,2100;2022/02/31,2022/02/31;;;26806;
9500755131;9500755131;38.9908111;-8.7177692;1;900,1800;2022/02/31,2022/02/31;;;26802;
10782560311;10782560311;38.999903;-8.7454048;1;900,2100;2022/02/31,2022/02/31;;;26806;
10782560311;10782560311;38.999903;-8.7454048;1;900,1800;2022/02/31,2022/02/31;;;26802;
9500755122;9500755122;38.9878745;-8.700472;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9500755122;9500755122;38.9878745;-8.700472;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9500755122;9500755122;38.9878745;-8.700472;1;900,1800;2022/02/31,2022/02/31;;;26802;
9500755113;9500755113;38.9760216;-8.66602;1;900,2100;2022/02/31,2022/02/31;;;26806;
9241445055;9241445055;38.8388393;-8.5790686;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9241445055;9241445055;38.8388393;-8.5790686;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9241445055;9241445055;38.8388393;-8.5790686;1;900,1800;2022/02/31,2022/02/31;;;26802;
12404588064;12404588064;38.8381167;-8.5748325;1;900,2100;2022/02/31,2022/02/31;;;26806;
6077515803;6077515803;38.8416884;-8.5190548;1;900,2100;2022/02/31,2022/02/31;;;26806;
6077515803;6077515803;38.8416884;-8.5190548;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
6077515803;6077515803;38.8416884;-8.5190548;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9467387992;9467387992;38.9016072;-8.499314;1;900,2100;2022/02/31,2022/02/31;;;26806;
9316666561;9316666561;38.8768553;-8.4094786;1;900,2100;2022/02/31,2022/02/31;;;26806;
9316666561;9316666561;38.8768553;-8.4094786;1;900,1800;2022/02/31,2022/02/31;;;26802;
9316666572;9316666572;38.876435;-8.4100155;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9316666577;9316666577;38.8764513;-8.4099429;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9316666577;9316666577;38.8764513;-8.4099429;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
6203982358;6203982358;38.9584208;-8.5921138;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
6203982358;6203982358;38.9584208;-8.5921138;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
6203982359;6203982359;38.958837;-8.5930853;1;900,2100;2022/02/31,2022/02/31;;;26806;
6203982359;6203982359;38.958837;-8.5930853;1;900,1800;2022/02/31,2022/02/31;;;26802;
9467387969;9467387969;38.9581952;-8.5358145;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9467387959;9467387959;38.9585029;-8.5240719;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9467387959;9467387959;38.9585029;-8.5240719;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9467387960;9467387960;38.9585047;-8.5240128;1;900,2100;2022/02/31,2022/02/31;;;26806;
9467387960;9467387960;38.9585047;-8.5240128;1;900,1800;2022/02/31,2022/02/31;;;26802;
9467387978;9467387978;38.965677;-8.5298713;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9467387978;9467387978;38.965677;-8.5298713;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9467387987;9467387987;38.9660135;-8.5228652;1;900,2100;2022/02/31,2022/02/31;;;26806;
9467387987;9467387987;38.9660135;-8.5228652;1;900,1800;2022/02/31,2022/02/31;;;26802;
10315734233;10315734233;38.9840529;-8.5211179;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
10315734233;10315734233;38.9840529;-8.5211179;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
10315734233;10315734233;38.9840529;-8.5211179;1;900,1800;2022/02/31,2022/02/31;;;26802;
9316666578;9316666578;38.9361947;-8.4889061;1;900,2100;2022/02/31,2022/02/31;;;26806;
9316666578;9316666578;38.9361947;-8.4889061;1;900,1800;2022/02/31,2022/02/31;;;26802;
10160309077;10160309077;38.9362945;-8.4873305;1;900,2100;2022/02/31,2022/02/31;;;26806;
11194929624;11194929624;38.9975585;-8.4483874;1;900,2100;2022/02/31,2022/02/31;;;26806;
10155062225;10155062225;39.0455911;-9.3963399;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
10155062225;10155062225;39.0455911;-9.3963399;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
10795820742;10795820742;39.0532344;-9.4017415;1;900,2100;2022/02/31,2022/02/31;;;26806;
10795820742;10795820742;39.0532344;-9.4017415;1;900,1800;2022/02/31,2022/02/31;;;26802;
9654354335;9654354335;39.0378051;-9.3774195;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9654354335;9654354335;39.0378051;-9.3774195;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9654354335;9654354335;39.0378051;-9.3774195;1;900,1800;2022/02/31,2022/02/31;;;26802;
9668756352;9668756352;39.0399957;-9.3751624;1;900,2100;2022/02/31,2022/02/31;;;26806;
10155062226;10155062226;39.0657476;-9.3790375;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
10155062226;10155062226;39.0657476;-9.3790375;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
2859023224;2859023224;39.0661976;-9.3777567;1;900,2100;2022/02/31,2022/02/31;;;26806;
2859023224;2859023224;39.0661976;-9.3777567;1;900,1800;2022/02/31,2022/02/31;;;26802;
10154898667;10154898667;39.1237367;-9.38943;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
10154898667;10154898667;39.1237367;-9.38943;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9704124054;9704124054;39.1081395;-9.368138;1;900,2100;2022/02/31,2022/02/31;;;26806;
9704124054;9704124054;39.1081395;-9.368138;1;900,1800;2022/02/31,2022/02/31;;;26802;
9668756358;9668756358;39.1177663;-9.3688491;1;900,2100;2022/02/31,2022/02/31;;;26806;
9668756358;9668756358;39.1177663;-9.3688491;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9668756358;9668756358;39.1177663;-9.3688491;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9668756358;9668756358;39.1177663;-9.3688491;1;900,1800;2022/02/31,2022/02/31;;;26802;
10154898666;10154898666;39.1061577;-9.34247;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
10154898666;10154898666;39.1061577;-9.34247;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
11892064916;11892064916;39.0508915;-9.3263888;1;900,2100;2022/02/31,2022/02/31;;;26806;
9668756353;9668756353;39.0698347;-9.304725;1;900,2100;2022/02/31,2022/02/31;;;26806;
9668756353;9668756353;39.0698347;-9.304725;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9668756353;9668756353;39.0698347;-9.304725;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9668756353;9668756353;39.0698347;-9.304725;1;900,1800;2022/02/31,2022/02/31;;;26802;
9654354332;9654354332;39.0402238;-9.2631859;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9654354332;9654354332;39.0402238;-9.2631859;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9705796790;9705796790;39.0431195;-9.2554933;1;900,2100;2022/02/31,2022/02/31;;;26806;
9705796790;9705796790;39.0431195;-9.2554933;1;900,1800;2022/02/31,2022/02/31;;;26802;
9630403132;9630403132;39.061925;-9.2415382;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9630403132;9630403132;39.061925;-9.2415382;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9630403132;9630403132;39.061925;-9.2415382;1;900,1800;2022/02/31,2022/02/31;;;26802;
9672724592;9672724592;39.0711413;-9.248423;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9672724592;9672724592;39.0711413;-9.248423;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9705782094;9705782094;39.0702094;-9.2459205;1;900,2100;2022/02/31,2022/02/31;;;26806;
9008432887;9008432887;39.0866953;-9.3230399;1;900,2100;2022/02/31,2022/02/31;;;26806;
9008432887;9008432887;39.0866953;-9.3230399;1;900,1800;2022/02/31,2022/02/31;;;26802;
9008432888;9008432888;39.0868009;-9.3236767;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9008432888;9008432888;39.0868009;-9.3236767;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9668756354;9668756354;39.0872601;-9.2885079;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
9668756354;9668756354;39.0872601;-9.2885079;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
9668756354;9668756354;39.0872601;-9.2885079;1;900,1800;2022/02/31,2022/02/31;;;26802;
11929557375;11929557375;39.1099802;-9.3136229;1;900,800;2022/02/31,2022/02/31;700;2023/02/31;26803;
11929557375;11929557375;39.1099802;-9.3136229;1;800,900;2022/02/31,2022/02/31;700;2023/02/31;26801;
10719969999;10719969999;39.1102061;-9.2895708;1;900,2100;2022/02/31,2022/02/31;;;26806;
10719969999;10719969999;39.1102061;-9.2895708;1;900,1800;2022/02/31,2022/02/31;;;26802;
9705782093;9705782093;39.0880658;-9.2748977;1;900,2100;2022/02/31,2022/02/31;;;26806;
9705782093;9705782093;39.0880658;-9.2748977;1;900,1800;2022/02/31,2022/02/31;;;26802;
